ESTU_GENERO,ESTU_VALORMATRICULAUNIVERSIDAD,ESTU_PAGOMATRICULACREDITO,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,FAMI_TIENECOMPUTADOR,FAMI_TIENESERVICIOTV,FAMI_TIENEAUTOMOVIL,FAMI_TIENEMOTOCICLETA,FAMI_NUMPERSONASACARGO,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL,FELICIDAD
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,1,Más de 30 horas,73,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,2,Más de 30 horas,67,40%
M,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,64,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,62,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,No,No,No,Si,3 o 4,0,40,40%
M,No pagó matrícula,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,34,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,32,40%
F,Más de 7 millones,No,Estrato 2,Si,Si,Si,Si,No,3 o 4,Entre 21 y 30 horas,26,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 1,Si,Si,Si,No,Si,2,Más de 30 horas,20,40%
M,Entre 5.5 millones y menos de 7 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Entre 11 y 20 horas,17,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,189,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,181,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,No,No,No,2,Más de 30 horas,181,40%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,178,40%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 3,Si,Si,Si,No,No,1,Más de 30 horas,174,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,166,40%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,163,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,163,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,Si,Si,No,No,5 o 6,Entre 21 y 30 horas,163,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,162,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,160,40%
F,Menos de 500 mil,No,Estrato 2,No,No,Si,Si,No,3 o 4,Más de 30 horas,160,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,160,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,158,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,Si,No,No,Si,5 o 6,0,155,40%
F,No pagó matrícula,No,Estrato 1,No,Si,No,No,No,3 o 4,Entre 11 y 20 horas,151,40%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,150,40%
M,Más de 7 millones,Si,Estrato 2,Si,Si,Si,Si,No,5 o 6,Entre 11 y 20 horas,150,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,2,Más de 30 horas,147,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,No,Si,5 o 6,Entre 21 y 30 horas,147,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,146,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,146,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,Si,Si,No,No,1,Entre 21 y 30 horas,145,40%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,2,Más de 30 horas,141,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,139,40%
M,Más de 7 millones,No,Estrato 1,Si,Si,No,No,No,2,Menos de 10 horas,138,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,138,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,138,40%
F,Menos de 500 mil,No,Estrato 1,Si,No,No,No,No,3 o 4,Menos de 10 horas,135,40%
F,Más de 7 millones,No,Estrato 1,Si,Si,No,Si,Si,3 o 4,Más de 30 horas,135,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,134,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,0,Más de 30 horas,133,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,No,No,Si,2,Más de 30 horas,133,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Entre 21 y 30 horas,133,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,132,40%
F,Menos de 500 mil,No,Estrato 1,Si,No,No,No,Si,2,Más de 30 horas,130,40%
F,Más de 7 millones,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Menos de 10 horas,129,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,No,3 o 4,0,128,40%
F,Menos de 500 mil,No,Estrato 1,No,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,128,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Más de 30 horas,128,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,2,Entre 21 y 30 horas,127,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,Entre 11 y 20 horas,127,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,124,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,123,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,Si,3 o 4,0,123,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Entre 11 y 20 horas,123,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,3 o 4,Más de 30 horas,120,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,0,119,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,118,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,No,1,Más de 30 horas,116,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,Si,5 o 6,Menos de 10 horas,116,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Menos de 10 horas,115,40%
F,Más de 7 millones,No,Estrato 1,Si,No,Si,No,Si,3 o 4,Entre 11 y 20 horas,115,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,No,Si,No,No,Si,3 o 4,Menos de 10 horas,115,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,113,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,No,No,No,3 o 4,0,107,40%
F,No pagó matrícula,No,Estrato 3,No,Si,No,No,Si,3 o 4,Más de 30 horas,99,40%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,No,No,Si,No,No,2,Menos de 10 horas,98,40%
F,Menos de 500 mil,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,98,40%
F,No pagó matrícula,Si,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,98,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,95,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,1,Más de 30 horas,93,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,91,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,82,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,80,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,79,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,1,Más de 30 horas,74,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,No,Si,No,Si,3 o 4,Menos de 10 horas,59,40%
F,No pagó matrícula,Si,Estrato 1,No,No,No,No,Si,1,Menos de 10 horas,57,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,51,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,50,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,50,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,42,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,Si,Si,No,2,Más de 30 horas,29,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,25,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,24,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,20,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,19,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,10,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,0,9,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,209,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,181,40%
M,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,181,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,No,No,Si,5 o 6,Entre 11 y 20 horas,179,40%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,178,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,176,40%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,No,Si,No,Si,3 o 4,Más de 30 horas,174,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,No,Si,No,No,Si,5 o 6,Entre 11 y 20 horas,173,40%
M,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Entre 21 y 30 horas,172,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,171,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,170,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,164,40%
M,Más de 7 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,163,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,161,40%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,160,40%
F,Menos de 500 mil,No,Estrato 1,No,Si,Si,No,No,5 o 6,Entre 21 y 30 horas,159,40%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,158,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Entre 11 y 20 horas,157,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,2,Más de 30 horas,156,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,156,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,155,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,155,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,155,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Entre 21 y 30 horas,154,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,152,40%
M,No pagó matrícula,No,Estrato 1,Si,No,Si,No,No,3 o 4,Más de 30 horas,149,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 21 y 30 horas,148,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,Si,No,3 o 4,Entre 21 y 30 horas,148,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,147,40%
M,No pagó matrícula,No,Estrato 1,No,Si,No,No,No,3 o 4,Entre 11 y 20 horas,145,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,145,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,No,No,No,2,Entre 11 y 20 horas,138,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,2,Más de 30 horas,138,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,Si,No,Si,5 o 6,Más de 30 horas,138,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,No,Si,No,3 o 4,Más de 30 horas,137,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,Si,Si,No,Si,2,Más de 30 horas,134,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,133,40%
F,Menos de 500 mil,Si,Estrato 2,No,Si,Si,No,Si,3 o 4,Más de 30 horas,133,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,130,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,129,40%
F,No pagó matrícula,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,128,40%
F,Más de 7 millones,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,Menos de 10 horas,127,40%
M,Menos de 500 mil,Si,Estrato 2,No,No,Si,No,No,2,Menos de 10 horas,125,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,No,Si,No,Si,2,Entre 11 y 20 horas,125,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,123,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,No,2,Entre 11 y 20 horas,122,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,121,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,120,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 1,No,Si,No,No,Si,2,Entre 21 y 30 horas,117,40%
M,No pagó matrícula,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 21 y 30 horas,116,40%
F,Entre 5.5 millones y menos de 7 millones,Si,Estrato 3,Si,Si,Si,Si,No,3 o 4,Más de 30 horas,114,40%
F,Menos de 500 mil,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,110,40%
F,Entre 5.5 millones y menos de 7 millones,No,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,110,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,2,Más de 30 horas,107,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,Si,2,Más de 30 horas,106,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,2,Más de 30 horas,102,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,99,40%
M,Entre 500 mil y menos de 1 millón,Si,Estrato 2,Si,Si,No,No,Si,2,Más de 30 horas,97,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,96,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,No,Si,No,Si,3 o 4,Menos de 10 horas,94,40%
M,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,Si,5 o 6,Más de 30 horas,92,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,89,40%
F,No pagó matrícula,Si,Estrato 1,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,31,40%
F,Entre 500 mil y menos de 1 millón,Si,Estrato 3,Si,Si,No,No,No,0,Más de 30 horas,28,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,No,No,Si,1,Más de 30 horas,26,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,21,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,Si,3 o 4,Más de 30 horas,17,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,8,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,No,Si,No,No,No,3 o 4,0,200,40%
F,Menos de 500 mil,No,Estrato 2,No,No,No,No,Si,2,Más de 30 horas,179,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,174,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 1,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,171,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,160,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,Si,No,No,No,3 o 4,Entre 11 y 20 horas,158,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,No,No,No,No,1,Más de 30 horas,156,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,No,1,Más de 30 horas,153,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,153,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,153,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,153,40%
M,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,152,40%
F,Más de 7 millones,Si,Estrato 4,Si,Si,Si,No,No,2,Más de 30 horas,151,40%
M,Más de 7 millones,No,Estrato 2,Si,Si,Si,No,No,3 o 4,Más de 30 horas,151,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 2,No,No,No,Si,No,2,Entre 21 y 30 horas,150,40%
F,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,No,Si,No,No,Si,3 o 4,Entre 11 y 20 horas,147,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,145,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,No,Si,No,Si,2,Más de 30 horas,144,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,Si,3 o 4,Entre 21 y 30 horas,144,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,Si,2,Entre 11 y 20 horas,143,40%
M,Entre 1 millón y menos de 2.5 millones,Si,Estrato 1,Si,Si,Si,No,No,2,Más de 30 horas,142,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,142,40%
F,Menos de 500 mil,Si,Estrato 1,Si,No,Si,No,No,3 o 4,Entre 11 y 20 horas,141,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,141,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 21 y 30 horas,140,40%
M,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,No,Si,Si,No,No,5 o 6,0,140,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,Si,No,No,5 o 6,Más de 30 horas,139,40%
F,Más de 7 millones,Si,Estrato 1,Si,Si,No,No,Si,3 o 4,Menos de 10 horas,137,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 2,Si,Si,No,No,No,3 o 4,Más de 30 horas,136,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,Si,No,5 o 6,Más de 30 horas,136,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,Si,5 o 6,Más de 30 horas,135,40%
F,No pagó matrícula,No,Estrato 2,Si,No,Si,No,No,5 o 6,Más de 30 horas,134,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 1,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,128,40%
M,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,Si,No,No,5 o 6,Más de 30 horas,128,40%
M,Menos de 500 mil,No,Estrato 1,Si,No,No,No,No,1,Más de 30 horas,127,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,Si,No,No,3 o 4,Menos de 10 horas,127,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,No,No,Si,2,Más de 30 horas,127,40%
M,Más de 7 millones,Si,Estrato 1,Si,Si,No,Si,Si,3 o 4,Entre 21 y 30 horas,127,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,No,Si,Si,No,No,3 o 4,Más de 30 horas,126,40%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,123,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,No,No,No,No,1,Más de 30 horas,122,40%
M,Entre 4 millones y menos de 5.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,121,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,120,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,119,40%
M,Entre 5.5 millones y menos de 7 millones,Si,Estrato 2,Si,Si,No,No,No,2,Menos de 10 horas,118,40%
F,Menos de 500 mil,No,Estrato 1,Si,Si,No,No,No,3 o 4,Más de 30 horas,117,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Más de 30 horas,116,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,No,5 o 6,Entre 11 y 20 horas,116,40%
F,Menos de 500 mil,No,Estrato 1,No,No,Si,No,Si,3 o 4,Más de 30 horas,115,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,No,No,No,No,5 o 6,0,114,40%
F,Entre 2.5 millones y menos de 4 millones,No,Estrato 2,Si,Si,No,No,Si,5 o 6,Más de 30 horas,103,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 3,Si,No,Si,No,No,3 o 4,Más de 30 horas,101,40%
F,Entre 500 mil y menos de 1 millón,No,Estrato 1,Si,Si,No,No,No,5 o 6,Entre 11 y 20 horas,93,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,No,Si,No,No,Si,1,Entre 21 y 30 horas,92,40%
F,Entre 1 millón y menos de 2.5 millones,Si,Estrato 2,Si,Si,No,No,Si,3 o 4,Entre 21 y 30 horas,72,40%
F,Menos de 500 mil,Si,Estrato 2,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,70,40%
M,Más de 7 millones,No,Estrato 2,No,No,No,No,No,0,0,60,40%
M,Entre 4 millones y menos de 5.5 millones,Si,Estrato 2,Si,Si,No,Si,Si,3 o 4,Más de 30 horas,56,40%
F,Entre 2.5 millones y menos de 4 millones,Si,Estrato 2,Si,Si,No,No,No,3 o 4,0,39,40%
F,Menos de 500 mil,No,Estrato 3,Si,Si,No,No,No,3 o 4,Más de 30 horas,37,40%
M,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,Si,Si,No,No,No,3 o 4,Entre 11 y 20 horas,36,40%
F,Más de 7 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Menos de 10 horas,31,40%
F,Entre 1 millón y menos de 2.5 millones,No,Estrato 1,No,No,No,No,Si,3 o 4,0,27,40%
F,Entre 4 millones y menos de 5.5 millones,Si,Estrato 3,Si,Si,Si,No,No,3 o 4,Entre 11 y 20 horas,25,40%
F,No pagó matrícula,No,Estrato 2,Si,Si,No,No,No,5 o 6,Entre 21 y 30 horas,21,40%
